mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
11	11	1/2	1/2	3/4	2	1		V7/bV	f	i		V7/bV		V		7		bV			Mm7	1	1	-5, -1, -4, -7		-5	-5
12	12	1/4	1/4	3/4	2	1		V7/iv	f	i		V7/iv		V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0
12	12	1/2	1/2	3/4	2	1		Fr7/VII	f	i		Fr7/VII	Fr	V		7	b5	V/VII			Fr	1	1	0, 4, -6, -2		0	0
13	13	0	0	3/4	2	1		ii%7/VII	f	i		ii%7/VII		ii	%	7		VII			%7	1	1	0, -3, -6, -2		0	0
13	13	1/2	1/2	3/4	2	1		V7/bIV	f	i		V7/bIV		V		7		bIV			Mm7	1	1	-7, -3, -6, -9		-7	-7
14	14	0	0	3/4	2	1		Fr6/III	f	i		Fr6/III	Fr	V		7	b5	V/III			Fr	1	1	-1, 3, -7, -3		-1	-1
14	14	1/2	1/2	3/4	2	1		V7/#III	f	i		V7/#III		V		7		#III			Mm7	1	1	5, 9, 6, 3		5	5
15	15	0	0	3/4	2	1		I/#III	f	i		I/#III		I				#III			M	1	1	4, 8, 5		4	4
16	16	0	0	3/4	2	1		IV64/#III	f	i		IV64/#III		IV		64		#III			M	1	1	4, 3, 7		3	4
16	16	1/2	1/2	3/4	2	1		V7/#III	f	i		V7/#III		V		7		#III			Mm7	1	1	5, 9, 6, 3		5	5
17	17	0	0	3/4	2	1		I/#III	f	i		I/#III		I				#III			M	1	1	4, 8, 5		4	4
18	18	0	0	3/4	2	1		IV64/#III	f	i		IV64/#III		IV		64		#III			M	1	1	4, 3, 7		3	4
18	18	1/2	1/2	3/4	2	1		V7/#III	f	i		V7/#III		V		7		#III			Mm7	1	1	5, 9, 6, 3		5	5
19	19	0	0	3/4	2	1		I/#III	f	i		I/#III		I				#III			M	1	1	4, 8, 5		4	4
19	19	1/4	1/4	3/4	2	1		V7/iv	f	i		V7/iv		V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0
20	20	0	0	3/4	2	1		iv(4)	f	i		iv(4)		iv			4				m	1	1	-1, -2, 0		-1	-1
20	20	1/4	1/4	3/4	2	1		iv	f	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
20	20	1/2	1/2	3/4	2	1		V7	f	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
21	21	0	0	3/4	2	1		i	f	i		i		i							m	1	1	0, -3, 1		0	0
22	22	1/4	1/4	3/4	2	1		VI	f	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
22	22	1/2	1/2	3/4	2	1		V7	f	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
23	23	0	0	3/4	2	1		i|PAC}	f	i		i		i					PAC	}	m	1	1	0, -3, 1		0	0
23	23	1/2	1/2	3/4	2	1		vio/III	f	i		vio/III		vi	o			III			o	1	1	0, -3, -6		0	0
24	24	0	0	3/4	2	1		V7/III{	f	i		V7/III		V		7		III		{	Mm7	1	1	-2, 2, -1, -4		-2	-2
24	24	1/2	1/2	3/4	2	1		V7(6)/III	f	i		V7(6)/III		V		7	6	III			Mm7	1	1	-2, 2, 1, -4		-2	-2
25	25	0	0	3/4	2	1		III	f	i		III		III							M	1	1	-3, 1, -2		-3	-3
25	25	1/2	1/2	3/4	2	1		v.ii%7	f	v		ii%7		ii	%	7					%7	1	1	2, -1, -4, 0		2	2
26	26	0	0	3/4	2	1		V	f	v		V		V							M	1	1	1, 5, 2		1	1
26	26	1/4	1/4	3/4	2	1		V7(6)	f	v		V7(6)		V		7	6				Mm7	1	1	1, 5, -3, -1		1	1
26	26	1/2	1/2	3/4	2	1		V7	f	v		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
27	27	0	0	3/4	2	1		i	f	v		i		i							m	1	1	0, -3, 1		0	0
28	28	0	0	3/4	2	1		V7	f	v		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
28	28	1/2	1/2	3/4	2	1		V7(6)	f	v		V7(6)		V		7	6				Mm7	1	1	1, 5, -3, -1		1	1
29	29	0	0	3/4	2	1		i	f	v		i		i							m	1	1	0, -3, 1		0	0
30	30	0	0	3/4	2	1		iv6	f	v		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
30	30	1/2	1/2	3/4	2	1		ii%7	f	v		ii%7		ii	%	7					%7	1	1	2, -1, -4, 0		2	2
31	31	0	0	3/4	2	1		V(4)}	f	v		V(4)		V			4			}	M	1	1	1, 0, 2		1	1
31	31	1/8	1/8	3/4	2	1		V	f	v		V		V							M	1	1	1, 5, 2		1	1
32	32	0	0	3/4	2	1		i{	f	v		i		i						{	m	1	1	0, -3, 1		0	0
32	32	1/4	1/4	3/4	2	1		V7/V	f	v		V7/V		V		7		V			Mm7	1	1	2, 6, 3, 0		2	2
33	33	1/4	1/4	3/4	2	1		V7	f	v		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
34	34	0	0	3/4	2	1		iv6/IV	f	v		iv6/IV		iv		6		IV			m	1	1	-5, -1, -2		-2	-5
34	34	1/4	1/4	3/4	2	1		V7(4)/IV	f	v		V7(4)/IV		V		7	4	IV			Mm7	1	1	0, -1, 1, -2		0	0
34	34	1/2	1/2	3/4	2	1		V7/IV	f	v		V7/IV		V		7		IV			Mm7	1	1	0, 4, 1, -2		0	0
35	35	0	0	3/4	2	1		ii65/VII	f	v		ii65/VII		ii		65		VII			mm7	1	1	-3, 1, -2, 0		0	-3
35	35	1/4	1/4	3/4	2	1		V7/VII	f	v		V7/VII		V		7		VII			Mm7	1	1	-1, 3, 0, -3		-1	-1
36	36	0	0	3/4	2	1		iv6/III	f	v		iv6/III		iv		6		III			m	1	1	-7, -3, -4		-4	-7
36	36	1/4	1/4	3/4	2	1		V7(4)/III	f	v		V7(4)/III		V		7	4	III			Mm7	1	1	-2, -3, -1, -4		-2	-2
36	36	1/2	1/2	3/4	2	1		V7/III	f	v		V7/III		V		7		III			Mm7	1	1	-2, 2, -1, -4		-2	-2
37	37	1/4	1/4	3/4	2	1		viio2/VI	f	v		viio2/VI		vii	o	2		VI			o7	1	1	-8, 1, -2, -5		1	-8
37	37	1/2	1/2	3/4	2	1		V7/VI	f	v		V7/VI		V		7		VI			Mm7	1	1	-3, 1, -2, -5		-3	-3
38	38	0	0	3/4	2	1		ii%43/V	f	v		ii%43/V		ii	%	43		V			%7	1	1	-3, 1, 3, 0		3	-3
38	38	1/4	1/4	3/4	2	1		viio2/V	f	v		viio2/V		vii	o	2		V			o7	1	1	-3, 6, 3, 0		6	-3
38	38	1/2	1/2	3/4	2	1		V7/V	f	v		V7/V		V		7		V			Mm7	1	1	2, 6, 3, 0		2	2
39	39	0	0	3/4	2	1		ii%43/#iv	f	v		ii%43/#iv		ii	%	43		#iv			%7	1	1	2, 6, 8, 5		8	2
39	39	1/4	1/4	3/4	2	1		#viio65	f	v		#viio65		#vii	o	65					o7	1	1	2, -1, -4, 5		5	2
39	39	1/2	1/2	3/4	2	1		i.Ger6	f	i		Ger6	Ger	vii	o	65	b3	V			Ger	1	1	-4, 0, -3, 6		6	-4
40	40	0	0	3/4	2	1		V(64)	f	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
